sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2024-01-01T14:20:00,1,SHELF-B19,20.33,44.88,3127
2024-01-01T14:40:00,1,SHELF-B19,20.20,45.50,3127
2024-01-01T15:00:00,1,SHELF-B19,21.47,54.46,3127
2024-01-01T15:20:00,1,SHELF-B19,19.80,57.86,3127
2024-01-01T15:40:00,1,SHELF-B19,20.74,54.27,3127
2024-01-01T16:00:00,1,SHELF-B19,21.81,57.58,3127
2024-01-01T16:20:00,1,SHELF-B19,20.01,52.51,3127
2024-01-01T16:40:00,1,SHELF-B19,20.34,55.06,3127
2024-01-01T17:00:00,1,SHELF-B19,21.77,42.89,3127
2024-01-01T17:20:00,1,SHELF-B19,21.93,45.51,3127
2024-01-01T17:40:00,1,SHELF-B19,21.63,54.76,3127
2024-01-01T18:00:00,1,SHELF-B19,20.77,55.43,3127
2024-01-01T18:20:00,1,SHELF-B19,21.75,44.82,3127
2024-01-01T18:40:00,1,SHELF-B19,21.24,54.90,3127
2024-01-01T19:00:00,1,SHELF-B19,21.58,56.62,3127
2024-01-01T19:20:00,1,SHELF-B19,20.24,53.21,3127
2024-01-01T19:40:00,1,SHELF-B19,22.08,51.02,3127
2024-01-01T20:00:00,1,SHELF-B19,21.43,45.01,3127
2024-01-01T20:20:00,1,SHELF-B19,22.28,56.11,3127
2024-01-01T20:40:00,1,SHELF-B19,21.29,46.94,3127
2024-01-01T21:00:00,1,SHELF-B19,21.41,43.44,3127
2024-01-01T21:20:00,1,SHELF-B19,20.90,45.50,3127
2024-01-01T21:40:00,1,SHELF-B19,21.49,42.01,3127
2024-01-01T22:00:00,1,SHELF-B19,22.39,45.22,3127
2024-01-01T22:20:00,1,SHELF-B19,20.82,53.47,3127
2024-01-01T22:40:00,1,SHELF-B19,22.40,55.51,3127
2024-01-01T23:00:00,1,SHELF-B19,21.33,42.35,3127
2024-01-01T23:20:00,1,SHELF-B19,21.86,56.68,3127
2024-01-01T23:40:00,1,SHELF-B19,22.23,55.54,3127
2024-01-01T00:00:00,1,SHELF-E06,19.73,47.98,3193
2024-01-01T00:20:00,1,SHELF-E06,19.69,48.33,3193
2024-01-01T00:40:00,1,SHELF-E06,18.01,46.83,3193
2024-01-01T01:00:00,1,SHELF-E06,18.21,44.52,3193
2024-01-01T01:20:00,1,SHELF-E06,19.83,54.67,3193
2024-01-01T01:40:00,1,SHELF-E06,19.85,52.39,3193
2024-01-01T02:00:00,1,SHELF-E06,18.41,57.50,3193
2024-01-01T02:20:00,1,SHELF-E06,19.44,56.86,3193
2024-01-01T02:40:00,1,SHELF-E06,19.63,45.57,3193
2024-01-01T03:00:00,1,SHELF-E06,19.36,44.81,3193
2024-01-01T03:20:00,1,SHELF-E06,18.80,53.02,3193
2024-01-01T03:40:00,1,SHELF-E06,18.44,53.66,3193
2024-01-01T04:00:00,1,SHELF-E06,20.21,57.18,3193
2024-01-01T04:20:00,1,SHELF-E06,19.09,57.91,3193
2024-01-01T04:40:00,1,SHELF-E06,20.24,42.52,3193
2024-01-01T05:00:00,1,SHELF-E06,19.64,56.74,3193
2024-01-01T05:20:00,1,SHELF-E06,20.37,45.53,3193
2024-01-01T05:40:00,1,SHELF-E06,19.56,56.99,3193
2024-01-01T06:00:00,1,SHELF-E06,18.84,53.93,3193
2024-01-01T06:20:00,1,SHELF-E06,19.03,57.72,3193
2024-01-01T06:40:00,1,SHELF-E06,18.89,56.17,3193
2024-01-01T07:00:00,1,SHELF-E06,18.86,53.34,3193
2024-01-01T07:20:00,1,SHELF-E06,19.96,56.19,3193
2024-01-01T07:40:00,1,SHELF-E06,19.58,46.24,3193
2024-01-01T08:00:00,1,SHELF-E06,19.31,43.08,3193
2024-01-01T08:20:00,1,SHELF-E06,19.32,43.73,3193
2024-01-01T08:40:00,1,SHELF-E06,18.81,48.17,3193
2024-01-01T09:00:00,1,SHELF-E06,20.40,57.51,3193
2024-01-01T09:20:00,1,SHELF-E06,20.70,49.89,3193
2024-01-01T09:40:00,1,SHELF-E06,19.69,50.74,3193
2024-01-01T10:00:00,1,SHELF-E06,19.26,49.67,3193
2024-01-01T10:20:00,1,SHELF-E06,20.79,52.42,3193
2024-01-01T10:40:00,1,SHELF-E06,20.43,44.60,3193
2024-01-01T11:00:00,1,SHELF-E06,19.33,55.53,3193
2024-01-01T11:20:00,1,SHELF-E06,19.77,47.10,3193
2024-01-01T11:40:00,1,SHELF-E06,21.09,43.19,3193
2024-01-01T12:00:00,1,SHELF-E06,19.65,48.01,3193
2024-01-01T12:20:00,1,SHELF-E06,20.77,50.75,3193
2024-01-01T12:40:00,1,SHELF-E06,21.10,43.49,3193
2024-01-01T13:00:00,1,SHELF-E06,20.62,51.82,3193
2024-01-01T13:20:00,1,SHELF-E06,20.40,42.50,3193
2024-01-01T13:40:00,1,SHELF-E06,21.32,44.64,3193
2024-01-01T14:00:00,1,SHELF-E06,21.34,44.51,3193
2024-01-01T14:20:00,1,SHELF-E06,19.76,45.29,3193
2024-01-01T14:40:00,1,SHELF-E06,19.94,53.16,3193
2024-01-01T15:00:00,1,SHELF-E06,21.13,53.68,3193
2024-01-01T15:20:00,1,SHELF-E06,20.21,46.50,3193
2024-01-01T15:40:00,1,SHELF-E06,20.16,42.79,3193
2024-01-01T16:00:00,1,SHELF-E06,20.95,55.44,3193
2024-01-01T16:20:00,1,SHELF-E06,20.11,47.77,3193
2024-01-01T16:40:00,1,SHELF-E06,20.66,46.71,3193
2024-01-01T17:00:00,1,SHELF-E06,21.26,51.60,3193
2024-01-01T17:20:00,1,SHELF-E06,20.33,42.41,3193
2024-01-01T17:40:00,1,SHELF-E06,20.27,46.67,3193
2024-01-01T18:00:00,1,SHELF-E06,20.22,55.50,3193
2024-01-01T18:20:00,1,SHELF-E06,20.67,48.36,3193
2024-01-01T18:40:00,1,SHELF-E06,21.04,52.58,3193
2024-01-01T19:00:00,1,SHELF-E06,20.36,50.71,3193
2024-01-01T19:20:00,1,SHELF-E06,20.55,56.17,3193
2024-01-01T19:40:00,1,SHELF-E06,20.92,49.13,3193
2024-01-01T20:00:00,1,SHELF-E06,20.83,49.44,3193
2024-01-01T20:20:00,1,SHELF-E06,20.76,46.30,3193
2024-01-01T20:40:00,1,SHELF-E06,20.43,54.04,3193
2024-01-01T21:00:00,1,SHELF-E06,21.77,43.37,3193
2024-01-01T21:20:00,1,SHELF-E06,21.12,50.66,3193
2024-01-01T21:40:00,1,SHELF-E06,22.37,51.44,3193
2024-01-01T22:00:00,1,SHELF-E06,21.66,55.45,3193
2024-01-01T22:20:00,1,SHELF-E06,22.19,48.70,3193
2024-01-01T22:40:00,1,SHELF-E06,21.63,55.87,3193
2024-01-01T23:00:00,1,SHELF-E06,21.63,56.11,3193
2024-01-01T23:20:00,1,SHELF-E06,21.64,43.26,3193
2024-01-01T23:40:00,1,SHELF-E06,22.49,53.43,3193
2024-01-01T00:00:00,1,SHELF-F18,18.95,50.27,3228
2024-01-01T00:20:00,1,SHELF-F18,18.95,57.72,3228
2024-01-01T00:40:00,1,SHELF-F18,18.10,57.19,3228
2024-01-01T01:00:00,1,SHELF-F18,18.83,57.18,3228
2024-01-01T01:20:00,1,SHELF-F18,18.27,45.39,3228
2024-01-01T01:40:00,1,SHELF-F18,18.32,42.68,3228
2024-01-01T02:00:00,1,SHELF-F18,18.21,52.93,3228
2024-01-01T02:20:00,1,SHELF-F18,18.46,55.16,3228
2024-01-01T02:40:00,1,SHELF-F18,18.35,51.52,3228
2024-01-01T03:00:00,1,SHELF-F18,18.82,53.63,3228
2024-01-01T03:20:00,1,SHELF-F18,19.80,43.39,3228
2024-01-01T03:40:00,1,SHELF-F18,19.30,50.83,3228
2024-01-01T04:00:00,1,SHELF-F18,20.02,50.32,3228
2024-01-01T04:20:00,1,SHELF-F18,20.14,42.20,3228
2024-01-01T04:40:00,1,SHELF-F18,19.71,51.40,3228
2024-01-01T05:00:00,1,SHELF-F18,20.00,43.80,3228
2024-01-01T05:20:00,1,SHELF-F18,18.73,51.07,3228
2024-01-01T05:40:00,1,SHELF-F18,19.60,57.44,3228
2024-01-01T06:00:00,1,SHELF-F18,18.76,43.69,3228
2024-01-01T06:20:00,1,SHELF-F18,20.12,54.57,3228
2024-01-01T06:40:00,1,SHELF-F18,20.29,56.08,3228
2024-01-01T07:00:00,1,SHELF-F18,20.44,46.23,3228
2024-01-01T07:20:00,1,SHELF-F18,19.99,51.15,3228
2024-01-01T07:40:00,1,SHELF-F18,19.63,44.76,3228
2024-01-01T08:00:00,1,SHELF-F18,19.61,51.89,3228
2024-01-01T08:20:00,1,SHELF-F18,20.17,48.43,3228
2024-01-01T08:40:00,1,SHELF-F18,19.60,56.06,3228
2024-01-01T09:00:00,1,SHELF-F18,20.31,42.79,3228
2024-01-01T09:20:00,1,SHELF-F18,19.88,46.30,3228
2024-01-01T09:40:00,1,SHELF-F18,19.68,47.41,3228
2024-01-01T10:00:00,1,SHELF-F18,20.64,46.98,3228
2024-01-01T10:20:00,1,SHELF-F18,20.74,55.73,3228
2024-01-01T10:40:00,1,SHELF-F18,20.43,57.56,3228
2024-01-01T11:00:00,1,SHELF-F18,19.64,46.81,3228
2024-01-01T11:20:00,1,SHELF-F18,20.67,54.38,3228
2024-01-01T11:40:00,1,SHELF-F18,19.82,53.66,3228
2024-01-01T12:00:00,1,SHELF-F18,20.52,43.43,3228
2024-01-01T12:20:00,1,SHELF-F18,20.19,56.61,3228
2024-01-01T12:40:00,1,SHELF-F18,20.12,49.75,3228
2024-01-01T13:00:00,1,SHELF-F18,20.47,47.98,3228
2024-01-01T13:20:00,1,SHELF-F18,19.55,54.66,3228
2024-01-01T13:40:00,1,SHELF-F18,19.56,53.35,3228
2024-01-01T14:00:00,1,SHELF-F18,20.36,54.49,3228
2024-01-01T14:20:00,1,SHELF-F18,20.61,51.10,3228
2024-01-01T14:40:00,1,SHELF-F18,19.91,56.00,3228
2024-01-01T15:00:00,1,SHELF-F18,20.08,42.92,3228
2024-01-01T15:20:00,1,SHELF-F18,19.75,42.81,3228
2024-01-01T15:40:00,1,SHELF-F18,20.40,45.19,3228
2024-01-01T16:00:00,1,SHELF-F18,20.54,49.43,3228
2024-01-01T16:20:00,1,SHELF-F18,20.60,56.77,3228
2024-01-01T16:40:00,1,SHELF-F18,21.17,45.87,3228
2024-01-01T17:00:00,1,SHELF-F18,20.91,49.14,3228
2024-01-01T17:20:00,1,SHELF-F18,21.85,49.59,3228
2024-01-01T17:40:00,1,SHELF-F18,21.04,47.51,3228
2024-01-01T18:00:00,1,SHELF-F18,21.73,46.14,3228
2024-01-01T18:20:00,1,SHELF-F18,21.72,43.45,3228
2024-01-01T18:40:00,1,SHELF-F18,20.11,42.79,3228
2024-01-01T19:00:00,1,SHELF-F18,21.89,54.48,3228
2024-01-01T19:20:00,1,SHELF-F18,20.61,45.54,3228
2024-01-01T19:40:00,1,SHELF-F18,20.63,45.31,3228
2024-01-01T20:00:00,1,SHELF-F18,21.61,50.21,3228
2024-01-01T20:20:00,1,SHELF-F18,22.04,57.47,3228
2024-01-01T20:40:00,1,SHELF-F18,21.67,49.59,3228
2024-01-01T21:00:00,1,SHELF-F18,20.70,44.77,3228
2024-01-01T21:20:00,1,SHELF-F18,22.03,45.58,3228
2024-01-01T21:40:00,1,SHELF-F18,21.65,57.09,3228
2024-01-01T22:00:00,1,SHELF-F18,21.98,53.35,3228
2024-01-01T22:20:00,1,SHELF-F18,21.11,56.33,3228
2024-01-01T22:40:00,1,SHELF-F18,22.26,49.34,3228
2024-01-01T23:00:00,1,SHELF-F18,21.12,46.83,3228
2024-01-01T23:20:00,1,SHELF-F18,21.72,51.98,3228
2024-01-01T23:40:00,1,SHELF-F18,21.85,42.12,3228
2024-01-02T00:00:00,1,SHELF-D12,19.74,55.43,3267
2024-01-02T00:20:00,1,SHELF-D12,18.93,51.50,3267
2024-01-02T00:40:00,1,SHELF-D12,18.37,52.95,3267
2024-01-02T01:00:00,1,SHELF-D12,18.90,47.38,3267
2024-01-02T01:20:00,1,SHELF-D12,18.49,47.20,3267
2024-01-02T01:40:00,1,SHELF-D12,18.49,52.50,3267
2024-01-02T02:00:00,1,SHELF-D12,19.96,52.42,3267
2024-01-02T02:20:00,1,SHELF-D12,18.43,50.28,3267
2024-01-02T02:40:00,1,SHELF-D12,18.54,42.91,3267
2024-01-02T03:00:00,1,SHELF-D12,19.90,54.96,3267
2024-01-02T03:20:00,1,SHELF-D12,18.99,47.11,3267
2024-01-02T03:40:00,1,SHELF-D12,18.46,42.41,3267
2024-01-02T04:00:00,1,SHELF-D12,19.30,46.73,3267
2024-01-02T04:20:00,1,SHELF-D12,20.12,48.47,3267
2024-01-02T04:40:00,1,SHELF-D12,19.78,51.33,3267
2024-01-02T05:00:00,1,SHELF-D12,20.42,55.06,3267
2024-01-02T05:20:00,1,SHELF-D12,19.12,53.41,3267
2024-01-02T05:40:00,1,SHELF-D12,19.81,52.21,3267
2024-01-02T06:00:00,1,SHELF-D12,19.51,57.05,3267
2024-01-02T06:20:00,1,SHELF-D12,19.27,46.80,3267
2024-01-02T06:40:00,1,SHELF-D12,18.90,52.52,3267
2024-01-02T07:00:00,1,SHELF-D12,19.80,46.70,3267
2024-01-02T07:20:00,1,SHELF-D12,19.62,53.85,3267
2024-01-02T07:40:00,1,SHELF-D12,20.13,50.94,3267
2024-01-02T08:00:00,1,SHELF-D12,20.63,57.15,3267
2024-01-02T08:20:00,1,SHELF-D12,20.61,52.47,3267
2024-01-02T08:40:00,1,SHELF-D12,19.25,45.57,3267
2024-01-02T09:00:00,1,SHELF-D12,20.68,48.73,3267
2024-01-02T09:20:00,1,SHELF-D12,20.71,47.95,3267
2024-01-02T09:40:00,1,SHELF-D12,20.10,49.42,3267
2024-01-02T10:00:00,1,SHELF-D12,19.29,42.86,3267
2024-01-02T10:20:00,1,SHELF-D12,20.33,51.29,3267
2024-01-02T10:40:00,1,SHELF-D12,20.30,49.56,3267
2024-01-02T11:00:00,1,SHELF-D12,19.57,43.92,3267
2024-01-02T11:20:00,1,SHELF-D12,20.54,50.48,3267
2024-01-02T11:40:00,1,SHELF-D12,20.01,55.93,3267
2024-01-02T12:00:00,1,SHELF-D12,19.61,57.88,3267
2024-01-02T12:20:00,1,SHELF-D12,19.99,57.80,3267
2024-01-02T12:40:00,1,SHELF-D12,21.09,57.79,3267
2024-01-02T13:00:00,1,SHELF-D12,19.72,55.80,3267
2024-01-02T13:20:00,1,SHELF-D12,19.79,43.29,3267
2024-01-02T13:40:00,1,SHELF-D12,20.10,57.79,3267
2024-01-02T14:00:00,1,SHELF-D12,20.18,42.93,3267
2024-01-02T14:20:00,1,SHELF-D12,20.46,45.35,3267
2024-01-02T14:40:00,1,SHELF-D12,21.10,51.22,3267
2024-01-02T15:00:00,1,SHELF-D12,20.00,54.56,3267
2024-01-02T15:20:00,1,SHELF-D12,21.24,44.07,3267
2024-01-02T15:40:00,1,SHELF-D12,20.55,48.87,3267
2024-01-02T16:00:00,1,SHELF-D12,20.67,49.64,3267
